window_duration,total_packets,total_bytes,packets_per_sec,bytes_per_sec,pkt_size_mean,pkt_size_std,pkt_size_min,pkt_size_max,pkt_size_median,pkt_size_q25,pkt_size_q75,pkt_size_skew,pkt_size_iqr,size_bin_tiny,size_bin_small,size_bin_medium,size_bin_large,size_bin_jumbo,payload_mean,payload_std,payload_max,payload_zero_ratio,payload_total,iat_mean,iat_std,iat_min,iat_max,iat_median,iat_q25,iat_q75,upload_packets,download_packets,upload_ratio,download_ratio,up_down_ratio,up_bytes_total,up_size_mean,up_size_std,up_size_max,down_bytes_total,down_size_mean,down_size_std,down_size_max,up_iat_mean,up_iat_std,down_iat_mean,down_iat_std,n_bursts,avg_burst_size,max_burst_size,burst_ratio,n_unique_dst_ports,tcp_ratio,udp_ratio,quic_ratio,pss_0,pss_1,pss_2,pss_3,pss_4,pss_5,pss_6,pss_7,pss_8,pss_9,pss_10,pss_11,pss_12,pss_13,pss_14,pss_15,pss_16,pss_17,pss_18,pss_19,pss_20,pss_21,pss_22,pss_23,pss_24,pss_25,pss_26,pss_27,pss_28,pss_29,pss_30,pss_31,pss_32,pss_33,pss_34,pss_35,pss_36,pss_37,pss_38,pss_39,pss_40,pss_41,pss_42,pss_43,pss_44,pss_45,pss_46,pss_47,pss_48,pss_49,app
2.9757139682769775,110,34116,36.96591848970387,11464.811592679429,310.1454545454545,414.2063130277786,74,1342,97.0,86.0,427.75,1.7979740121630068,341.75,0.509090909090909,0.21818181818181817,0.11818181818181818,0.02727272727272727,0.12727272727272726,242.9090909090909,417.17320461006125,1280,0.2909090909090909,26720,0.02730012814933007,0.07179363461740597,0.00016689300537109375,0.4215412139892578,0.0011050701141357422,0.0005018711090087891,0.013553857803344727,73,37,0.6636363636363637,0.33636363636363636,1.972972972972973,11699,160.26027397260273,194.19514457181313,1292,22417,605.8648648648649,551.2580776959026,1342,0.0413236849837833,0.11333053975685896,0.08258822229173449,0.1496046883512408,11,9.727272727272727,37,0.9727272727272728,23,0.2909090909090909,0.0,0.7090909090909091,-626,-83,110,-90,93,-445,-1186,-1342,105,103,429,-87,74,-86,-1342,-459,-1342,-1342,-1342,-1342,-1342,-1342,-1342,-1173,105,106,107,107,109,107,107,105,103,-87,104,430,-533,-87,436,74,74,74,74,74,74,86,86,86,86,86,spotify
2.215322732925415,63,15730,28.438294368426483,7100.545562148391,249.68253968253967,332.00778463797604,74,1342,95.0,86.0,209.0,2.297884209745326,123.0,0.5873015873015873,0.19047619047619047,0.1111111111111111,0.047619047619047616,0.06349206349206349,182.984126984127,334.4782951205915,1280,0.25396825396825395,11528,0.03573101182137766,0.09710293031520173,0.0002548694610595703,0.5824587345123291,0.004909515380859375,0.0006625056266784668,0.021815359592437744,54,9,0.8571428571428571,0.14285714285714285,6.0,12623,233.75925925925927,312.6054154163031,1292,3107,345.22222222222223,417.87817942494456,1342,0.041798542130668206,0.12500960873818778,0.11834615468978882,0.17234082972159995,7,8.857142857142858,37,0.9841269841269841,12,0.19047619047619047,0.0,0.746031746031746,74,74,-86,-86,74,91,424,129,1292,272,-88,93,95,-86,464,90,93,95,95,-86,127,146,90,342,-726,104,-1342,-521,104,103,100,95,88,444,885,100,99,535,88,93,86,95,74,74,74,-86,86,86,1287,1292,spotify
2.8282039165496826,49,10562,17.325483397172583,3734.5256253252414,215.55102040816325,309.1561299781073,74,1292,93.0,86.0,100.0,2.7375789912934354,14.0,0.6938775510204082,0.14285714285714285,0.061224489795918366,0.04081632653061224,0.061224489795918366,146.77551020408163,312.21076510785065,1230,0.3673469387755102,7192,0.058920914928118386,0.13764378308071723,0.00037097930908203125,0.6222021579742432,0.007288098335266113,0.0009371638298034668,0.03177940845489502,34,15,0.6938775510204082,0.30612244897959184,2.2666666666666666,7893,232.14705882352942,317.4254087788315,1292,2669,177.93333333333334,285.9959129467101,1238,0.08570314898635402,0.16277332012473186,0.09056379113878522,0.1479702359293056,9,5.444444444444445,10,1.0,12,0.2857142857142857,0.0,0.6326530612244898,1287,1292,870,100,88,424,93,95,86,78,86,78,285,100,88,74,-86,74,86,638,-93,95,-1238,-89,-243,100,-88,91,317,-88,-93,95,74,74,74,74,74,-86,-86,-86,-86,-86,-128,196,-93,95,424,93,95,0,spotify
2.527064800262451,64,17681,25.32582464579191,6996.654774410106,276.265625,398.7382930173115,66,1292,93.0,86.0,167.5,2.024702670828031,81.5,0.640625,0.15625,0.046875,0.03125,0.125,208.515625,401.6344339145479,1230,0.34375,13345,0.04011213968670557,0.0922128067766273,0.0004527568817138672,0.478024959564209,0.006481170654296875,0.0008844137191772461,0.02688157558441162,39,25,0.609375,0.390625,1.56,13898,356.35897435897436,460.2894010031853,1292,3783,151.32,225.58789329217115,1238,0.0665017052700645,0.11855420567534897,0.1042349636554718,0.14931120834491518,10,6.4,13,1.0,16,0.34375,0.0,0.65625,74,-86,74,86,638,-93,95,-1238,-89,-243,100,-88,91,317,-88,-93,95,74,74,74,74,74,-86,-86,-86,-86,-86,-128,196,-93,95,424,93,95,74,355,100,-86,-66,66,88,-206,101,-87,74,1287,1292,1292,1292,1292,spotify
2.60557222366333,45,17207,17.27067842960492,6603.92363862693,382.3777777777778,479.97283667997016,66,1342,100.0,86.0,521.0,1.292393820200945,435.0,0.4888888888888889,0.2222222222222222,0.044444444444444446,0.044444444444444446,0.2,315.22222222222223,483.2691860369741,1280,0.3111111111111111,14185,0.059217550537802956,0.1489913877883698,0.00023818016052246094,0.7584319114685059,0.0030074119567871094,0.000670313835144043,0.020211338996887207,30,15,0.6666666666666666,0.3333333333333333,2.0,13332,444.4,524.8652271456613,1292,3875,258.3333333333333,342.16110565378733,1342,0.08984731805735621,0.18695106134398307,0.18432743208748953,0.25729227568418317,7,6.142857142857143,13,0.9555555555555556,11,0.2222222222222222,0.0,0.6888888888888889,74,355,100,-86,-66,66,88,-206,101,-87,74,1287,1292,1292,1292,1292,1292,1292,706,-86,-94,95,-86,-158,101,74,-158,96,-87,86,74,-86,86,86,78,78,1292,273,-86,-726,-521,-1342,104,104,102,0,0,0,0,0,spotify
2.741642951965332,76,45952,27.720604517637796,16760.752878874893,604.6315789473684,565.9388994848636,74,1342,178.0,88.0,1292.0,0.31664859989973315,1204.0,0.3815789473684211,0.15789473684210525,0.039473684210526314,0.02631578947368421,0.39473684210526316,535.6315789473684,572.079720293589,1280,0.18421052631578946,40708,0.03655523935953776,0.1304811649469064,0.00023818016052246094,0.7584319114685059,0.0007998943328857422,0.000517725944519043,0.0024068355560302734,52,24,0.6842105263157895,0.3157894736842105,2.1666666666666665,36771,707.1346153846154,578.1523298353841,1292,9181,382.5416666666667,466.82178783473915,1342,0.053757704940496705,0.16205940234747013,0.10778464441714079,0.23860189583372732,7,10.571428571428571,54,0.9736842105263158,12,0.07894736842105263,0.07894736842105263,0.7894736842105263,74,-86,86,86,78,78,1292,273,-86,-726,-521,-1342,104,104,102,129,-86,-126,86,76,76,76,-224,-108,-132,1292,1292,-1262,-1262,-1082,-1262,1292,113,297,1287,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,spotify
2.575782299041748,702,427757,272.5385605224326,166068.77070284073,609.3404558404559,603.8461880708162,66,1474,139.0,93.0,1292.0,0.4508396447638032,1199.0,0.42450142450142453,0.1267806267806268,0.045584045584045586,0.029914529914529916,0.3732193732193732,533.3304843304843,605.4582208227696,1388,0.28205128205128205,374398,0.003674439798918328,0.02501531230700821,0.00010371208190917969,0.4283921718597412,0.00042700767517089844,0.0001480579376220703,0.0007309913635253906,414,288,0.5897435897435898,0.41025641025641024,1.4375,181348,438.03864734299515,519.5210572644438,1292,246409,855.5868055555555,630.8582553142417,1474,0.0062367610146289295,0.03341825273725466,0.008749729249535538,0.04511342985250275,7,100.28571428571429,507,1.0,29,0.4928774928774929,0.017094017094017096,0.48717948717948717,129,-86,-126,86,76,76,76,-224,-108,-132,1292,1292,-1262,-1262,-1082,-1262,1292,113,297,1287,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,921,424,-94,-86,-88,97,-88,-86,-88,-86,spotify
2.6537022590637207,842,517075,317.29256630963357,194850.42010042016,614.103325415677,608.9559930223799,66,1474,128.5,90.25,1292.0,0.4359279047749474,1201.75,0.4346793349168646,0.1187648456057007,0.040380047505938245,0.029691211401425176,0.37648456057007124,537.7624703087886,610.2908193617392,1388,0.29572446555819476,452796,0.0031554129120852804,0.017925260915571516,0.00010371208190917969,0.4283921718597412,0.0004401206970214844,0.00015592575073242188,0.0007479190826416016,486,356,0.5771971496437055,0.42280285035629456,1.3651685393258426,211240,434.6502057613169,520.6453192201805,1292,305835,859.0870786516854,634.8470803674034,1474,0.005458389852464813,0.027526060433233773,0.007455149502821372,0.030766677805856717,8,105.125,646,0.998812351543943,33,0.5273159144893111,0.007125890736342043,0.46318289786223277,-158,101,1287,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,882,-94,-86,-91,-88,-86,95,-87,425,-135,80,93,80,80,1287,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,spotify
2.927284002304077,787,520885,268.8498961428235,177941.3953651266,661.861499364676,643.655289751191,74,1474,116.0,94.0,1474.0,0.33048763952767346,1380.0,0.43964421855146124,0.10419313850063533,0.03176620076238882,0.015247776365946633,0.409148665819568,579.87166454892,644.5823880160171,1388,0.3710292249047014,456359,0.0037242799011502252,0.02128629266190069,9.298324584960938e-05,0.37483882904052734,0.00031745433807373047,0.00016546249389648438,0.0006107687950134277,426,361,0.5412960609911055,0.45870393900889456,1.18005540166205,125942,295.63849765258215,425.9850069234415,1474,394943,1094.0249307479223,586.5234177763616,1474,0.006877145767211914,0.03327653791936063,0.008130283488167658,0.034695621433928854,11,71.45454545454545,552,0.9987293519695044,25,0.7141041931385006,0.007623888182973317,0.2731893265565438,-152,1287,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,786,888,-86,-92,-88,96,94,-86,-88,-88,-86,-87,-90,94,-1294,-1294,96,-206,-1294,98,100,-131,-83,97,-110,-387,-479,-990,86,98,spotify
2.893476963043213,1309,865713,452.3968971307309,299194.70970644493,661.3544690603514,642.0174713800128,74,1474,114.0,94.0,1474.0,0.328822002247801,1380.0,0.4140565317035905,0.1306340718105424,0.025210084033613446,0.020626432391138275,0.4094728800611154,576.3750954927425,643.5602812644447,1388,0.4117647058823529,754475,0.0022121383509504686,0.012491928193045251,9.298324584960938e-05,0.2753720283508301,0.0003120899200439453,0.0001590251922607422,0.0005922317504882812,684,625,0.5225362872421696,0.4774637127578304,1.0944,127100,185.8187134502924,290.7627635703144,1474,738613,1181.7808,502.42863130136203,1474,0.004236423079126227,0.019221243696182354,0.004598214458196591,0.021184285158796463,7,186.85714285714286,620,0.9992360580595875,33,0.787624140565317,0.013750954927425516,0.19404125286478227,74,-163,-108,-163,104,730,1287,731,-93,-94,94,94,-86,86,78,86,78,-138,102,-87,1287,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,306,-86,-95,-88,96,94,-266,101,-1294,-1294,-1294,-1294,86,86,86,-1294,-1294,98,86,spotify
