window_duration,total_packets,total_bytes,packets_per_sec,bytes_per_sec,pkt_size_mean,pkt_size_std,pkt_size_min,pkt_size_max,pkt_size_median,pkt_size_q25,pkt_size_q75,pkt_size_skew,pkt_size_iqr,size_bin_tiny,size_bin_small,size_bin_medium,size_bin_large,size_bin_jumbo,payload_mean,payload_std,payload_max,payload_zero_ratio,payload_total,iat_mean,iat_std,iat_min,iat_max,iat_median,iat_q25,iat_q75,upload_packets,download_packets,upload_ratio,download_ratio,up_down_ratio,up_bytes_total,up_size_mean,up_size_std,up_size_max,down_bytes_total,down_size_mean,down_size_std,down_size_max,up_iat_mean,up_iat_std,down_iat_mean,down_iat_std,n_bursts,avg_burst_size,max_burst_size,burst_ratio,n_unique_dst_ports,tcp_ratio,udp_ratio,quic_ratio,pss_0,pss_1,pss_2,pss_3,pss_4,pss_5,pss_6,pss_7,pss_8,pss_9,pss_10,pss_11,pss_12,pss_13,pss_14,pss_15,pss_16,pss_17,pss_18,pss_19,pss_20,pss_21,pss_22,pss_23,pss_24,pss_25,pss_26,pss_27,pss_28,pss_29,pss_30,pss_31,pss_32,pss_33,pss_34,pss_35,pss_36,pss_37,pss_38,pss_39,pss_40,pss_41,pss_42,pss_43,pss_44,pss_45,pss_46,pss_47,pss_48,pss_49,app
2.996767044067383,1233,1098362,411.4433927858811,366515.6429741167,890.8045417680454,634.8852607506201,66,1430,1430.0,66.0,1430.0,-0.4311268737511847,1364.0,0.30900243309002434,0.05677210056772101,0.0227088402270884,0.0170316301703163,0.5944849959448499,824.8986212489862,634.797168803716,1364,0.3073803730738037,1017100,0.0024324407825222264,0.004631966543492594,0.00021576881408691406,0.0540771484375,0.0006308555603027344,0.00041866302490234375,0.0008161664009094238,381,852,0.30900243309002434,0.6909975669099757,0.4471830985915493,25814,67.75328083989501,10.901227795588564,202,1072548,1258.8591549295775,380.63681983403865,1430,0.007886229063335217,0.007271750916974609,0.0035109001657237177,0.005475221900621388,2,616.5,977,1.0,6,0.9894566098945661,0.009732360097323601,0.0,66,-1430,66,-1430,66,-1430,-1430,-1430,-1286,66,-1430,-1390,66,-1430,-1430,66,-1430,-1430,66,-250,66,-1102,-1430,66,-1430,-1430,66,-1430,-1430,66,-1430,-1430,-394,66,-1430,-1430,-1430,-1286,66,-1430,-1430,-1430,-1430,66,-210,66,-1430,-1430,66,-1430,meta
2.9991188049316406,1299,1119690,433.127223191016,373339.66168956796,861.9630484988453,632.1700630581049,66,1466,1286.0,66.0,1430.0,-0.32597967725563254,1364.0,0.26712856043110084,0.11932255581216321,0.02771362586605081,0.016936104695919937,0.5688991531947653,798.454195535027,630.8662178120412,1424,0.26481909160892997,1037192,0.0023105691871584287,0.00488484860112562,0.00012087821960449219,0.05993175506591797,0.0005763769149780273,0.0003719925880432129,0.0008397102355957031,424,875,0.32640492686682065,0.6735950731331793,0.4845714285714286,75532,178.14150943396226,335.9760194351041,1454,1044158,1193.3234285714286,449.67009045643897,1466,0.007076713773939345,0.008666127145206221,0.003431486046832541,0.006102790268106619,3,433.0,658,1.0,7,0.8891454965357968,0.1100846805234796,0.0,-126,66,-1430,-1430,-1430,-1430,66,-1430,-1430,66,-1430,66,-1430,66,-1430,-1430,66,-1430,-1430,66,-1246,78,-1430,66,-1430,-1430,66,-250,-1430,-1430,66,-1102,-1430,66,-1430,-1430,66,-1430,-230,66,-1430,-230,66,-1430,-1430,66,-1102,-1430,66,-1430,meta
2.9928719997406006,1446,1157220,483.1479595937709,386658.70110726386,800.2904564315353,631.4447889120552,66,1466,1142.0,138.0,1430.0,-0.11030906048597033,1292.0,0.20677731673582295,0.22821576763485477,0.03112033195020747,0.019363762102351315,0.5145228215767634,741.4605809128631,628.5910936124986,1424,0.20193637621023514,1072152,0.0020711916953222147,0.0045158090171019995,0.00012087821960449219,0.05993175506591797,0.0004942417144775391,0.00034308433532714844,0.0008411407470703125,519,927,0.35892116182572614,0.6410788381742739,0.5598705501618123,122250,235.5491329479769,384.265529424977,1454,1034970,1116.472491909385,510.63969130395515,1466,0.005726912767270357,0.007831983995933762,0.0032320431962641477,0.005954665876444994,2,723.0,1044,1.0,6,0.6970954356846473,0.3029045643153527,0.0,-1430,-1430,-1430,-1430,66,-1430,-1430,-1430,-1430,66,-1430,-1430,-1430,-1430,-1246,-1430,66,-250,-1430,-1430,66,-1430,-1430,66,-1430,-1062,66,1446,1446,1446,1446,1446,1446,1108,138,1354,1354,1354,1194,1446,1446,1446,1256,1354,1354,1354,1354,234,-66,-66,meta
2.9944450855255127,1597,1310870,533.3208505707938,437767.25321711745,820.832811521603,633.8281740855869,66,1466,1246.0,138.0,1430.0,-0.17476945688185966,1292.0,0.22417031934877896,0.19411396368190356,0.029430181590482152,0.024420788979336257,0.5278647463994991,760.9041953663118,631.0969737849588,1424,0.22041327489041954,1215164,0.001876218725266612,0.003617435198542196,0.0002040863037109375,0.03991341590881348,0.0005844831466674805,0.00037479400634765625,0.0008385777473449707,552,1045,0.345648090169067,0.654351909830933,0.5282296650717704,95040,172.17391304347825,297.3648740268056,1454,1215830,1163.4736842105262,477.05259610552366,1466,0.00543100950722253,0.005965963299730424,0.002867728814311411,0.004663800123774126,1,1597.0,1597,1.0,6,0.7445209768315592,0.25547902316844084,0.0,-1430,-1430,-1062,78,-1430,66,-138,-138,170,-1430,-1430,-1430,-1430,-434,66,-1430,-1430,-1430,-966,66,-1430,-1430,-1286,-1430,66,-674,-1430,78,-1430,66,-1430,-1430,66,-138,-138,-138,-1146,138,170,-170,138,-1430,-1286,66,-1430,-150,66,-138,138,1454,meta
2.9967920780181885,1793,1542742,598.3064401270476,514797.8104040612,860.4249860568879,630.1330732430819,66,1466,1338.0,138.0,1430.0,-0.2968671751642281,1292.0,0.21081985499163414,0.17791411042944785,0.029001673173452314,0.024539877300613498,0.5577244841048522,801.2158393753485,628.3041834523784,1424,0.20970440602342444,1436580,0.0016723170078226499,0.003279280991821558,0.00010800361633300781,0.03365826606750488,0.0005841255187988281,0.0003879070281982422,0.0007734298706054688,614,1179,0.3424428332403793,0.6575571667596207,0.5207803223070399,92192,150.14983713355048,246.79164158587497,1454,1450550,1230.3223070398642,415.4288397366311,1466,0.00488772438945428,0.0055977930700484065,0.00254342875780193,0.004161667747886265,1,1793.0,1793,1.0,6,0.7138873396542108,0.28555493586168434,0.0,-1430,66,-138,-138,-1430,-1430,-1430,-1286,66,-1430,-1430,-1430,-1430,66,-1430,-1430,66,-170,-210,66,1354,1354,186,-1430,-1430,66,-1430,-1142,66,-1430,66,-1430,66,-1430,-1430,66,-138,-354,66,-1430,-978,66,-1430,66,-1430,-1430,66,-334,-1430,66,meta
2.9989702701568604,2049,1695332,683.2345156568783,565304.7037079585,827.3948267447536,627.2388599259864,66,1466,1286.0,138.0,1430.0,-0.20231806148321874,1292.0,0.19668130795510005,0.2127867252318204,0.03513909224011713,0.02000976085895559,0.5353831137140068,770.2449975597852,625.8082106765092,1424,0.19570522205954125,1578232,0.0014643409522250295,0.0030231977989123473,0.00010800361633300781,0.03365826606750488,0.0005365610122680664,0.00036656856536865234,0.0007531642913818359,745,1304,0.3635919960956564,0.6364080039043436,0.571319018404908,125240,168.10738255033556,263.7410093493464,1454,1570092,1204.058282208589,433.88525416416064,1466,0.004025726869542111,0.005215690006537754,0.0023015888489308213,0.003946188869139578,1,2049.0,2049,1.0,7,0.623718887262079,0.37579306979014154,0.0,-1430,-1430,66,-1430,66,-1430,66,-1430,-1430,66,-250,-1430,-1430,66,-1062,-1430,66,-1430,-1430,66,-1430,-1430,66,-434,66,-1430,-1430,-918,-1430,66,-1430,66,-1430,66,-1286,-1430,66,-722,66,-1430,-1430,-630,-1430,66,-66,-1430,-1430,66,-1430,-1430,meta
2.987515926361084,4322,3629858,1446.686848382553,1215008.752914437,839.8560851457659,618.2237996634997,66,1466,1338.0,138.0,1430.0,-0.23855781185564373,1292.0,0.10481258676538639,0.3058769088385007,0.02313743637204998,0.015733456732993985,0.550439611291069,790.1999074502545,618.0575135611602,1424,0.1036557149467839,3415244,0.0006913945675448008,0.001675426885780305,9.799003601074219e-05,0.029549121856689453,0.0002932548522949219,0.00017881393432617188,0.0004811286926269531,1639,2683,0.3792225821378991,0.6207774178621008,0.6108833395452852,320972,195.8340451494814,271.6327430146401,1454,3308886,1233.2784196794632,403.05492163578214,1466,0.0018219792071425143,0.003145306407070118,0.00111391346993329,0.0023241548400108445,1,4322.0,4322,1.0,5,0.3151318833873207,0.6848681166126793,0.0,-1430,-1430,66,-1430,-1390,66,-1430,-1430,66,-146,66,-1430,-1430,66,-1430,-1430,66,-1286,-1430,66,-138,-1430,-1430,-210,-1430,-1142,66,-314,-202,138,-1430,-1430,-1430,-1286,66,-1338,-1338,-1338,138,-1430,-1430,-498,-1430,-1430,66,-1338,-1338,-1338,-1338,-1338,meta
2.9879698753356934,6480,5747728,2168.6965633386726,1923623.1420687442,886.9950617283951,604.2776219752458,66,1466,1338.0,138.0,1338.0,-0.40293833539529056,1200.0,0.050617283950617285,0.32978395061728394,0.013580246913580247,0.011265432098765432,0.5947530864197531,840.9117283950617,604.1920722000234,1424,0.04969135802469136,5449108,0.0004611776316307599,0.001425728868633828,8.7738037109375e-05,0.052950143814086914,0.0001850128173828125,0.00013589859008789062,0.00031387805938720703,2316,4164,0.3574074074074074,0.6425925925925926,0.5561959654178674,429280,185.35405872193436,231.11599199998727,1454,5318448,1277.2449567723343,335.30271430025897,1466,0.0012822872104191626,0.0029723506624435903,0.0007177443851394892,0.001940702110022057,2,3240.0,5424,1.0,4,0.16929012345679012,0.8307098765432098,0.0,-138,-138,-138,138,138,138,138,138,1454,586,1454,618,1454,618,1454,554,1454,586,-1430,-1430,-210,-1430,-1430,66,-314,-202,-378,-1430,138,78,170,-666,138,-154,-1466,-1434,138,138,-1430,-1430,66,-154,-1434,-1466,138,138,-826,138,-1466,-1466,meta
2.993986129760742,6024,5408628,2012.033369199808,1806497.3468772278,897.8466135458167,590.4048358803439,66,1466,1338.0,154.0,1338.0,-0.4734474627639624,1184.0,0.04465471447543161,0.3205511288180611,0.014276228419654714,0.009130146082337318,0.6113877822045153,851.9833997343958,590.2004811571767,1424,0.04415670650730412,5132348,0.0004970921683149166,0.0017005167553374666,8.7738037109375e-05,0.052950143814086914,0.0001571178436279297,0.0001327991485595703,0.0002589225769042969,1956,4068,0.3247011952191235,0.6752988047808764,0.4808259587020649,354940,181.46216768916156,219.70293454585868,1454,5053688,1242.3028515240906,357.15654434693374,1466,0.0015306465461126068,0.0037427120524027558,0.0007361123507340007,0.0021894879719081433,2,3012.0,3864,1.0,6,0.1600265604249668,0.8398074369189907,0.0,-1338,-1338,-1338,-1338,-1338,-1338,-1338,-1338,-1338,138,154,154,154,138,154,138,-1338,-1338,-1338,-1338,-1338,-1466,154,154,138,-1466,-1466,-1466,-1338,138,138,-1430,-1430,66,-1338,-1338,-1338,-1338,-1466,-1466,138,138,-1338,-1338,-1338,-1338,-1338,154,138,-1466,meta
2.9598467350006104,4618,3913984,1560.2159211122287,1322360.3620135395,847.549588566479,614.3374829089736,66,1466,1338.0,138.0,1430.0,-0.25093483387707577,1292.0,0.05088783022953659,0.36292767431788653,0.0173235166738848,0.010827197921177999,0.5580337808575141,801.0688609787787,613.6764326493384,1424,0.05088783022953659,3699336,0.0006410757494045074,0.002371839166199946,9.799003601074219e-05,0.06819295883178711,0.00020599365234375,0.000141143798828125,0.0003159046173095703,1691,2927,0.36617583369423995,0.6338241663057601,0.5777246327297574,349566,206.72146658781787,284.83938205996395,1454,3564418,1217.7717799795012,417.449208074276,1466,0.0017510442338751619,0.004816945546911972,0.001011479169802558,0.003100625052188235,2,2309.0,4572,1.0,6,0.18536162841056736,0.8144218276310091,0.0,-1430,-1430,-1430,-1430,66,-1430,-1430,-1430,-1430,66,-1430,-1102,66,-1430,-1430,66,-1430,-1430,-66,-1430,-1430,-394,66,-154,-154,-154,-282,-346,-1338,-1338,-1338,-1338,-1306,-1338,-1338,-1338,-1338,154,154,138,-1338,-1338,-1338,-1338,154,138,-1338,-1338,-154,-154,meta
